:ID,:LABEL,id,name,category,def
KW-1005,Keyword,KW-1005,Bacterial flagellum biogenesis,Biological process,"Protein which is involved in the formation, organization ormaintenance of the bacterial flagellum, a long hair-like cell surfaceappendage. The flagellar apparatus consists of the flagellar filamentmade of polymerized flagellin, the hook-like structure near the cellsurface and a system of rings embedded in the cell enveloppe (thebasal body or flagellar motor). The basal body and the hook anchor thewhip-like filament to the cell surface. The flagellum is a rotatingstructure whose switches propels the cell through a liquid medium"
KW-1006,Keyword,KW-1006,Bacterial flagellum protein export,Biological process,"Protein which is involved in the export of bacterial flagellarproteins. The bacterial flagellum export apparatus consists of sixintegral membrane proteins (FlhA, FlhB, FliO, FliP, FliQ and FliR) andthree soluble proteins (FliH, FliI and FliJ), and is located at thebase of the flagellum. This system is characterized by ATP hydrolysisand a lack of substrate signal peptide cleavage"
KW-1261,Keyword,KW-1261,Bacterial host gene expression shutoff by virus,Biological process,Viral protein which prevents host gene expression by blocking hosttranscription or inducing the degradation of the bacterial chromosomeThis gives viral transcripts a competitive edge to use the hijackedhost translation machinery. Preventing the expression of host proteinsis also a strategy to counteract the antiviral response
KW-1263,Keyword,KW-1263,Bacterial host transcription shutoff by virus,Biological process,Viral protein involved in inhibiting transcription of bacterial genesto ensure the shutoff of host proteins expression and give viraltranscripts a competitive edge for access to the cellular translationmachinery. Preventing the expression of host proteins is also astrategy to counteract the antiviral response. Some bacterial virusesinhibit the host RNAP: bacteriophage SPO1 for example is known to shutoff host RNA synthesis
KW-0076,Keyword,KW-0076,Bacteriochlorophyll,Ligand,"Protein interacting with bacteriochlorophyll, a photosynthetic pigmentfound in non-oxygenic photosynthetic bacteria. It is a magnesium-porphyrin complex esterified to a long hydrophobic terpenoid sidechain (the alcohol phytol). It differs from chlorophyll of oxygenicorganisms in the substituents around the tetrapyrrole nucleus of themolecule, and in the absorption spectra. Different bacteria havedifferent species of bacteriochlorophyll"
KW-0077,Keyword,KW-0077,Bacteriochlorophyll biosynthesis,Biological process,Protein involved in the synthesis of bacteriochlorophylls. Thesephotosynthetic pigments are magnesium-porphyrin complexes with a longhydrophobic terpenoid side chain (the alcohol phytol). Biosynthesis ofbacteriochlorophyll is a light-independent reaction
KW-0078,Keyword,KW-0078,Bacteriocin,Molecular function,"Peptidic antibiotic, often plasmid encoded, produced by specificstrains of bacteria that is lethal against other strains of the sameor related species. E.g. bacteriocin, colicin, lantibiotic"
KW-0871,Keyword,KW-0871,Bacteriocin biosynthesis,Biological process,Protein involved in the synthesis of a bacteriocin
KW-0079,Keyword,KW-0079,Bacteriocin immunity,Biological process,Protein that confers to a bacteria immunity against a specificbacteriocin that it synthesizes
KW-0080,Keyword,KW-0080,Bacteriocin transport,Biological process,Protein involved in the export of a bacteriocin (bacterialantibiotic)
KW-0081,Keyword,KW-0081,Bacteriolytic enzyme,Molecular function,"Enzyme, e.g. lysozyme or endopeptidase, essential for lysis ofbacterial cell walls"
KW-0082,Keyword,KW-0082,Bait region,Domain,"Protein having a peptide stretch which contains specific cleavagesites for different proteinases, and which enables inhibition of allfour classes of proteinases"
KW-0083,Keyword,KW-0083,Bardet-Biedl syndrome,Disease,"Protein which, if defective, causes Bardet-Biedl syndrome (BBS), agenetically heterogeneous, autosomal recessive disorder. It ischaracterized by pigmentary retinopathy, obesity, polydactyly,hypogenitalism, renal malformation and mental retardation. Secondaryfeatures include diabetes mellitus, hypertension and congenital heartdisease"
KW-0910,Keyword,KW-0910,Bartter syndrome,Disease,"Protein which, if defective, causes Bartter syndrome (BS). In general,Bartter syndrome refers to a group of autosomal recessive disorderscharacterized by often severe intravascular volume depletion due torenal salt-wasting associated with low blood pressure, hypokalemicalkalosis, hypercalciuria, and normal serum magnesium levels. Patientswith Bartter syndrome are often critically ill from birth onwards, andtheir long-term clinical course may be complicated bynephrocalcinosis, leading to renal failure. Clinical disease resultsfrom defective renal reabsorption of sodium chloride in the thickascending limb (TAL) of the Henle loop, where only 30% of filteredsalt is normally reabsorbed"
KW-0084,Keyword,KW-0084,Basement membrane,Cellular component,"Protein which is a component of the basement membrane, anextracellular matrix found under epithelial cells and around smoothand striated muscle cells. This matrix contains intrinsicmacromolecular components such as collagen, laminin, and sulfatedproteoglycans"
KW-0085,Keyword,KW-0085,Behavior,Biological process,"Protein which affects the behavior, the action or reaction, of anorganism to a stimulus or situation"
KW-0086,Keyword,KW-0086,Bence-Jones protein,Molecular function,Protein which is a dimer of immunoglobulin light chains synthesized inlarge amounts by patients who have myeloma or bone marrow tumorBence-Jones protein is sufficiently small to be excreted by the kidneyinto urine
KW-0087,Keyword,KW-0087,Bernard Soulier syndrome,Disease,"Protein which, if defective, causes Bernard Soulier syndrome (BSS), afamilial coagulation disorder characterized by a prolonged bleedingtime, unusually large platelets, and impaired prothrombin consumptionBSS is caused by a genetic deficiency in platelet membraneglycoprotein Ib alpha chain and platelet glycoprotein IX, whereplatelets aggregate normally but do not stick to collagen of the sub-endothelial membrane"
KW-0088,Keyword,KW-0088,Bile acid catabolism,Biological process,"Protein involved in degradation of bile acids. Bile acids, which existmainly as bile salts, are a family of carboxylic acid derivatives ofcholesterol which play an important role in the digestion andabsorption of fat. They are made in the liver, stored in thegallblader, and secreted as needed into the intestines"
KW-0089,Keyword,KW-0089,Bile pigment,Ligand,"Protein binding covalently at least one linear tetrapyrrolechromophore, e.g. bilirubin, biliverdin, bilifuscin, biliprasin,choleprasin, bilihumin, and bilicyanin. Bile pigments are produced bybreaking down protoporphyrin IX derived from hemoglobin and other hemeproteins"
KW-0090,Keyword,KW-0090,Biological rhythms,Biological process,"Protein involved in the generation of rhythmic pattern of behaviors oractivities, e.g. circadian rhythm which is a metabolic or behaviouralrhythm within a cycle of 24 hours"
KW-0091,Keyword,KW-0091,Biomineralization,Biological process,"Protein involved in the process by which mineral crystals aredeposited in an organized fashion in the matrix (either cellular orextracellular) of living organisms. Such process give rise toinorganic-based structures such as bone, tooth, ivory, shells,cuticles, corals or bacterial magnetosomes"
KW-0092,Keyword,KW-0092,Biotin,Ligand,"Protein which contains at least one biotin as prosthetic group orcofactor (e.g. some carboxylases and decarboxylases, and biotincarboxyl carrier protein) or which binds biotin, like avidin. Biotinis a water-soluble vitamin (member of the B complex vitamins)essential for fatty acid biosynthesis, catabolism, and it acts as agrowth factor for many cells"
KW-0093,Keyword,KW-0093,Biotin biosynthesis,Biological process,"Protein involved in the synthesis of biotin, a prosthetic group forsome carboxylase and decarboxylase enzymes. This water-soluble vitaminis essential for fatty acid biosynthesis, catabolism, and it acts as agrowth factor for many cells"
KW-0094,Keyword,KW-0094,Blood coagulation,Biological process,"Protein involved in blood clotting, a complex enzymatic cascade, inwhich the activated form of one factor catalyzes the activation of thenext factor. Both, the extrinsic clotting pathway, induced by adamaged surface, and the intrinsic pathway, induced by a trauma,converge in a final common pathway to form cross-linked fibrin clots"
KW-1204,Keyword,KW-1204,Blood coagulation cascade activating toxin,Molecular function,"Toxin which activates the blood coagulation cascade, which leads tothe production of fibrin clots. Blood coagulation activating toxinsinclude a variety of snake venom proteases"
KW-1203,Keyword,KW-1203,Blood coagulation cascade inhibiting toxin,Molecular function,"Toxin which inhibits the blood coagulation cascade, which leads to theproduction of fibrin clots. Blood coagulation inhibiting toxinsinclude a variety of snake venom proteases"
KW-0095,Keyword,KW-0095,Blood group antigen,Molecular function,"Protein belonging to the set of cell surface antigens found chiefly,but not solely, on blood cells. More than fifteen different bloodgroup systems are recognised in humans. In most cases the antigenicdeterminant resides in the carbohydrate chains of membraneglycoproteins or glycolipids"
KW-1222,Keyword,KW-1222,Bradykinin receptor impairing toxin,Molecular function,Toxin which interferes with the function of the bradykinin receptor(BDKR). BDKRs are G-protein coupled receptors whose principal ligandis the 9-amino acid peptide bradykinin
KW-1136,Keyword,KW-1136,Bradyzoite,Developmental stage,"Protein expressed in the bradyzoite stage, a latent, slowly growingand cyst-forming stage in the life cycle of coccidians (e.gToxoplasmy). Encysted bradyzoites promote chronic infection andwidespread dissemination of the parasite"
